Unnamed: 0.1,id_house,Addresse,Titre,Prix,Surface,Nb_piece,Nb_chambre,Parking,Jardin,Ascenseur,Terrasse,Garage,Prix_sur,Reference,Date_publication,Date_modification,Titre_description,Description
355.0,VM94_357,L'Haÿ-les-Roses 94240 (Petit Robinson),"Achat maison 7 pièces 125 m², L'Haÿ-les-Roses - 750 000 €",750 000 €,"124,60 m²",7 pièces,4 chambres,,Jardin,,,,6 019 €/m²,Réf. de l’annonce : 1271,Publiée il y a plus de 2 mois,Modifiée le 6 nov. 2020,Descriptif de cette maison à vendre de 7 pièces et 125 m²,"Maison L'Hay Les Roses 6 pièces 125 m². A VENDRE : laforet vous propose dans le quartier du petit Robinson une maison en exclusivité, située entre centre ville de L'HAY-LES-ROSES et BOURG-LA-REINE. Au RDC : une entrée, un double séjour, une cuisine, une chambre, une salle d'eau avec WC . A l'étage : quatre chambres et une salle de bains avec WC. Un sous-sol total en rez de jardin avec garage , et veranda sur terrasse de plein pied.
Le tout sur un terrain arboré de 474 m².
Nos conseillers sont à votre disposition."
356.0,VM94_358,Limeil-Brévannes 94450 (Anatole France - Piard - Curie),"Achat maison 5 pièces 110 m², Limeil-Brévannes - 340 000 €",340 000 €,110 m²,5 pièces,2 chambres,2 places de parking,Jardin,,1 terrasse,,3 091 €/m²,Réf. de l’annonce : 929,Publiée il y a plus de 2 mois,Modifiée le 27 nov. 2020,Descriptif de cette maison à vendre de 5 pièces et 110 m²,"Maison Limeil Brevannes 5 pièce(s) 110 m2. Située dans le bas de Limeil Brévannes , proche de toutes commodités, (centre ville, écoles, bus, gare RER Boissy St Léger15 mn à pieds). Maison atypique comprenant un séjour double , une cuisine aménagée/équipée donnant sur un patio, un salon ouvert sur une terrasse , une salle d'eau. A l'étage 2 chambres spacieuses, un espace de jeux , 1 WC.
Ce bien bénéficie également d'un jardin sans vis a vis, une cave et un abris de voiture.
Emplacement Top.
Travaux de rénovations, décorations et d'électricités a prévoir."
357.0,VM94_359,Vitry-sur-Seine 94400 (Huit Mai 1945),"Achat maison 4 pièces 180 m², Vitry-sur-Seine - 670 000 €",670 000 €,180 m²,4 pièces,3 chambres,1 place de parking,Jardin,,,,3 611 €/m²,Réf. de l’annonce : 115,Publiée il y a plus de 2 mois,Modifiée le 10 nov. 2020,Descriptif de cette maison à vendre de 4 pièces et 180 m²,"Idéal investisseur à Vitry-Sur-Seine limite Villejuif METRO. Ensemble immobilier idéalement situé à Vitry-sur-seine limite Villejuif métro ligne 7: Comprenant une maison d'habitation, un restaurant et un studio actuellement loué 600 euros.
Paris se trouve à 15 minutes. La construction est des années 1930. Entrez rapidement en contact avec votre agence immobilière Schmider. si vous voulez plus d'informations ou avez besoin d'aide dans votre recherche .
Le terrain nécessite peu d'entretien, vous disposerez d'un jardin. Le bien dispose d'un garage.
Le prix s'élève à 670 000 EUR. Coût de la taxe foncière : 2 200 euros
D'autres possibilités à valider avec l'urbanisme ,agrandissement,changement d'affectation...."
358.0,VM94_360,Vitry-sur-Seine 94400 (Paul Forment - La Ferme),"Achat maison 9 pièces 168 m², Vitry-sur-Seine - 583 000 €",583 000 €,168 m²,9 pièces,6 chambres,4 places de parking,Jardin,,,1 garage,3 470 €/m²,Réf. de l’annonce : D280UBI,Publiée il y a plus de 2 mois,Modifiée le 8 déc. 2020,Descriptif de cette maison à vendre de 9 pièces et 168 m²,"VITRY-SUR-SEINE - LES ARDOINES - MAISON 9 PIECES 168m² - A 800m du RER C / futur métro ligne 15 et 600m du centre ville, venez découvrir cette maison familiale de 168 m² habitables sur une parcelle de 201m². Le bien se compose d'un séjour avec cheminée, d'une salle à manger sous véranda, d'une cuisine équipée et d'un WC. Au premier étage, trois grandes chambres dont une parentale avec terrasse. La visite se poursuit avec une salle de bain, un WC séparé et un bureau. Au deuxième étage, vous pourrez laisser libre cours à votre imagination dans cet espace sous combles de 22m² au sol, une chambre supplémentaire puis une salle d'eau avec WC. Un sous-sol total complétera votre visite avec un espace buanderie, un débarras, une cuisine d'été ainsi qu'une authentique cave voûtée.
A voir rapidement !"
359.0,VM94_361,Ormesson-sur-Marne 94490,"Achat maison 6 pièces 125 m², Ormesson-sur-Marne - 595 000 €",595 000 €,125 m²,6 pièces,4 chambres,,Jardin,,,,4 760 €/m²,Réf. de l’annonce : 2592,Publiée il y a plus de 2 mois,Modifiée le 24 nov. 2020,Descriptif de cette maison à vendre de 6 pièces et 125 m²,"Proche des écoles et des commerces, jolie maison construite en 2010 vous offrant au rez de chaussée un double séjour traversant avec une salle à manger et cuisine ouverte donnant sur une terrasse et au jardin, une suite parentale avec une salle de douche, wc séparé, à l'étage palier desservant trois chambres avec placard, une grande salle de bains avec baignoire balnéo et wc. Sous sol total entièrement carrelé divisé en un vaste garage, une buanderie, une chaufferie, une cave et un bureau.
Les + ... isolation totale, alarme, chaudière gaz, chauffage par le sol, volets roulants électrique"
360.0,VM94_362,Villejuif 94800 (Zola - Lion d'Or),"Achat maison 7 pièces 270 m², Villejuif - 960 000 €",960 000 €,270 m²,7 pièces,5 chambres,,Jardin,,Terrasse,,3 556 €/m²,Réf. de l’annonce : 773636,Publiée il y a plus de 2 mois,Modifiée le 18 nov. 2020,Descriptif de cette maison à vendre de 7 pièces et 270 m²,"Vente Maison/villa 7 pièces. iad France - Karine AFONSO (Voir le téléphone ) vous propose : ***EXCLUSIVITE*** RARE SUR LE SECTEUR ! AUX PORTES DE PARIS vous attend cette maison des années 80 édifiée sur un terrain de 350 m2 environ et d'une surface utile totale de 270 m2 environ ! Au Rez-de-chaussée une grande entrée pourvue de nombreux rangements, dessert une première chambre (possibilité de faire une suite parentale) avec balcon filant, un spacieux double-séjour de 40 m2 environ traversant et lumineux avec deux balcons, une cuisine ouverte avec un accès direct à la terrasse ainsi que des WC. Au premier étage, un palier dessert quatre chambres, trois salles d'eau et des WC séparés. Combles. Le sous-sol d'une superficie de 114 m2 environ (et ses nombreux accès) est idéal pour un artisan, profession libérale, ou si vous souhaitez en faire une deuxième habitation , il se compose d'un bureau, d'un atelier, d'une buanderie, d'un d'un double-garage de 40 m2 environ ainsi que de WC. Une dépendance de 35 m2 environ en fond de parcelle vient compléter ce bien. Toute la maison est équipée de double-vitrage. Isolation et chaudière récentes. Metro ligne 7 Léo Lagrange à 10 mn à pieds.
Honoraires d’agence à la charge du vendeur.Information d'affichage énergétique sur ce bien : DPE D indice 153 et GES D indice 35. La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mme Karine AFONSO (ID 11437), Agent Commercial mandataire en immobilier immatriculé au Registre Spécial des Agents Commerciaux (RSAC) du Tribunal de Commerce de EVRY sous le numéro 751783002.
Retrouvez tous nos biens sur notre site internet. (lien supprimé)"
361.0,VM94_363,Villiers-sur-Marne 94350 (Les Stades),"Achat maison 5 pièces 268 m², Villiers-sur-Marne - 829 000 €",829 000 €,268 m²,5 pièces,2 chambres,1 place de parking,Jardin,,2 terrasses,,3 093 €/m²,Réf. de l’annonce : 2196EP,Publiée il y a plus de 2 mois,Modifiée le 4 nov. 2020,Descriptif de cette maison à vendre de 5 pièces et 268 m²,"Loft contemporain. Villiers-sur-Marne, à proximité immédiate du parc du 11 novembre, ce bien en pleine propriété développe une surface totale de 268 m² répartie sur 2 niveaux.
Issue d'un mélange entre lieu de vie et salle d'exposition, ce bien vivant dispose d'un statut mixte et s'étend sur une parcelle de 800 m².
L'entrée donne directement sur une pièce impressionnante de 130 m² avec une hauteur de 6.30 mètres au faîtage.
Une pièce de vie, composée d'un salon et d'une cuisine ouverte, fait le lien entre l'espace d'exposition et le jardin.
Une grande buanderie et un toilette complètent le rez-de-chaussée.
Un escalier en colimaçon dessert le premier étage composé d'un espace bureau en mezzanine, d'une suite parentale ainsi que d'une chambre avec salle d'eau.
Une terrasse donnant sur un grand jardin arboré complète ce bien.
Aujourd'hui utilisé en centre d'art contemporain, ce lieu offre des possibilités infinies d'aménagement pouvant convenir autant à une famille qu'à une profession libérale ou artistique.
Statut mixte
RER A : Noisy-le-Grand Mont d'Est
RER E : Villiers-sur-Marne
Contact: Richard - Voir le téléphone - Agent commercial - RSAC: 510 842 594 Bobigny"
362.0,VM94_364,Saint-Maur-des-Fossés 94100 (Adamville),"Achat maison 3 pièces 55 m², Saint-Maur-des-Fossés - 295 000 €",295 000 €,55 m²,3 pièces,2 chambres,,Jardin,,1 terrasse,,5 364 €/m²,Réf. de l’annonce : 3210,Publiée il y a plus de 2 mois,Modifiée le 7 déc. 2020,Descriptif de cette maison à vendre de 3 pièces et 55 m²,"Maison Saint Maur Des Fosses 3 pièces 40 m2. Situé dans le quartier Adamville, Proche commerces et transports, venez découvrir une charmante maison en très bonne état, bien agencé, d'une surface loi carrez de 40m² et de 55m² au sol, , comprenant Cuisine dînatoire, un séjour donnant sur un petit extérieur, une chambre au premier étage comble aménagé en 2 coins couchage, salle d'eau, wc séparés. Copropriété de sol SANS CHARGES.
Visite virtuelle : Voir la visite virtuelle
Copropriété de 3 lots (Pas de procédure en cours)."
363.0,VM94_365,Arcueil 94110 (Laplace),"Achat maison 5 pièces 100 m², Arcueil - 740 000 €",740 000 €,100 m²,5 pièces,4 chambres,1 place de parking,,,,,7 400 €/m²,Réf. de l’annonce : 16223,Publiée le 30 nov. 2020,Modifiée le 2 déc. 2020,Descriptif de cette maison à vendre de 5 pièces et 100 m²,"ARCUEIL / LAPLACE RER : Au pied du RER (2min de marche) et des commerces, une MAISON récente de 2006 d'environ 100m² composée ainsi : - au rez-de-chaussée, une chambre, une salle d'eau avec WC et un GRAND GARAGE (bénéficiant d'un point d'eau). - au 1er étage, un séjour, une petite terrasse, une cuisine indépendante (possibilité de l'ouvrir), un WC séparé. - au 2ème étage, trois chambres, une salle de bains, un WC séparé et un accès aux combles aménagées. Cette maison en excellent état bénéficie d'un grand jardin/terrasse d'environ 55m², accessible depuis le rez-de-chaussée et le 1er étage. Plan sans aucune perte d'espace, très LUMINEUX et CALME."
364.0,VM94_366,Choisy-le-Roi 94600 (Centre-ville - Parc Prairie - Hautes Bornes),"Achat maison 6 pièces 130 m², Choisy-le-Roi - 699 000 €",699 000 €,130 m²,6 pièces,4 chambres,2 places de parking,Jardin,,1 terrasse,,5 377 €/m²,Réf. de l’annonce : 22533,Publiée il y a plus de 2 mois,Modifiée le 21 nov. 2020,Descriptif de cette maison à vendre de 6 pièces et 130 m²,"A la limite de Thiais, au sein d'un quartier pavillonnaire au calme, nous vous proposons cette belle meulière de 1906 entièrement rénovée sur un grand terrain de 534 m². Elle comprend au rez-de-chaussée une entrée distribuant un double séjour baigné de lumière avec sa triple exposition et ouvrant sur un grand jardin arboré et sans vis-à-vis. La cuisine aménagée permet l'accès direct à la terrasse pour les repas au grand air. Sur ce même niveau, une chambre confortable, une salle d'eau et un WC. A l'étage le palier distribue trois belles chambres, une salle de bains et WC. Les combles de 40 m² laissent envisager de futurs aménagements. Garage double et stationnement pour tous les véhicules. Ce bien rénové avec de grandes fenêtres en double vitrage conserve tout le charme du bel ancien : hauteur sous plafond, moulures, cheminée et parquet d'époque. Pour les commodités : le futur tramway T9 dont l'arrivée est prévue début 2021 est à 200 mètres, la ligne de bus 183 et à 1.200 mètres de la gare RER C Choisy le Roi. Les écoles pour tout âge sont aux alentours. Rare et idéalement situé. == VISITE VIRTUELLE DISPONIBLE SUR DEMANDE =="
365.0,VM94_367,Maisons-Alfort 94700,"Achat maison 3 pièces 46 m², Maisons-Alfort - 355 000 €",355 000 €,"46,14 m²",3 pièces,2 chambres,1 place de parking,Jardin,,,,7 694 €/m²,Réf. de l’annonce : 28327,Publiée il y a plus de 2 mois,Modifiée le 15 nov. 2020,Descriptif de cette maison à vendre de 3 pièces et 46 m²,"À Maisons-Alfort dans un quartier pavillonnaire, venez découvrir cette charmante maison en copropriété de sol sans charges. De construction traditionnel, élevée sur sous-sol total : Elle comprend au rez-de-chaussée une entrée, cuisine équipée, double séjour, une chambre et un water-closet. À l'étage : une grande chambre sous pente. À l'extérieur, une cour ainsi qu'un parking couvert. Toutes les huisseries de la maison sont avec double vitrage, des travaux de décoration et prestation sont à prévoir. (Photo non contractuel, proposition 'aménagement virtuel pour le double séjour) Notre agence CENTURY 21 LB Immobilier spécialisée dans la transaction et la location se situe à MAISONS-ALFORT, 40 avenue du Général de Gaulle et vous accueille du Lundi au de 9h30 à 12H30 et de 14H00 à 19h30. A bientôt."
366.0,VM94_368,Bry-sur-Marne 94360 (Maisons Rouges - Saint-Camille - Plâteau),"Achat maison 6 pièces 109 m², Bry-sur-Marne - 659 000 €",659 000 €,"109,35 m²",6 pièces,4 chambres,5 places de parking,Jardin,,1 terrasse,,6 027 €/m²,Réf. de l’annonce : 91220,Publiée il y a plus de 2 mois,Modifiée le 4 déc. 2020,Descriptif de cette maison à vendre de 6 pièces et 109 m²,"Maison Bry sur Marne 6 pièces - 109,35 m². Au calme, à 15 minutes à pied du RER A, agréable maison individuelle en parfait état édifiée sur sous-sol total.
Au rez-de-chaussée : séjour double, cuisine équipée, 2 chambres, salle de bains et WC.
À l'étage : mezzanine, chambre et suite parentale avec salle d'eau-WC.
Chauffage au gaz de ville.
Garage et places de parkings à l'extérieur.
Visite virtuelle sur demande.
Copropriété de 2 lots (Pas de procédure en cours)."
367.0,VM94_369,Saint-Maur-des-Fossés 94210 (La Varenne),"Achat maison 5 pièces 113 m², Saint-Maur-des-Fossés - 1 025 000 €",1 025 000 €,113 m²,5 pièces,4 chambres,1 place de parking,Jardin,,Terrasse,,9 071 €/m²,,Publiée il y a plus de 2 mois,Réf. de l’annonce : 749151044-4,Descriptif de cette maison à vendre de 5 pièces et 113 m²,"Cadre verdoyant serein et intimiste par excellence. Villa de type T5 d'une superficie de 113.50 m² disposant d'une entrée privatif d'une terrasse de 13 m² et d'un jardin de 42 m²
La villa s'offre une exposition bénéfique à l'ensoleillement et au bien-être.
Au rez-de-chaussée, profitez d'un vaste espace de vie pour la famille avec cuisine américaine ouverte sur le séjour donnant accès à la terrasse prolongée par un magnifique jardin, jouissez d'une suite parentale avec une salle d'eau privative ouverte également sur le jardin, et d'un wc indépendant.
Le 1er étage dessert 2 chambres, une salle de bain et un wc indépendant.
Enfin, appréciez l'aménagement des combles qui ouvrent sur une grande chambre de 16,80 m² et une deuxième salle d'eau.
La situation géographique
Dans un quartier calme et pavillonnaire, jouissez d'un confort de vie offrant toutes les facilités à moins de 10 minutes de marche: promenade des Anglais, commerces et restaurants, supermarché, marché des Mûriers et marché de la Varenne, musée de Saint-Maur, etc.
Profitez des arrêts de bus à proximité immédiate vous permettant de rejoindre facilement la gare de La Varenne-Chennevières rejoignant Paris via le RER A. 
Appréciez la présence de la crèche Saint-Louis à moins de 5 minutes ainsi que des établissements scolaires: groupe scolaire les Mûriers, collège Camille-Pissarro, lycée François Mansart, tous à moins de 15 minutes.  
Eligible à la Loi Pinel zone B1  
Mentions légales :
Honoraires à la charge du vendeur"
368.0,VM94_370,Saint-Maur-des-Fossés 94210 (La Varenne),"Achat maison 5 pièces 117 m², Saint-Maur-des-Fossés - 1 035 000 €",1 035 000 €,117 m²,5 pièces,4 chambres,1 place de parking,Jardin,,Terrasse,,8 846 €/m²,,Publiée il y a plus de 2 mois,Réf. de l’annonce : 749151044-3,Descriptif de cette maison à vendre de 5 pièces et 117 m²,"Cadre verdoyant serein et intimiste par excellence. Villa de type T5 d'une superficie de 117.25 m² disposant d'une entrée privatif d'une terrasse de 36 m² et d'un jardin de 42 m²
La villa s'offre une exposition bénéfique à l'ensoleillement et au bien-être.
Au rez-de-chaussée, profitez d'un vaste espace de vie pour la famille ouvert sur le jardin, d'une cuisine indépendante donnant accès à la terrasse, d'une suite parentale avec une salle d'eau privative ouverte également sur le jardin, et d'un wc indépendant.
Le 1er étage dessert 2 chambres, une salle de bain et un wc indépendant.
Enfin, appréciez l'aménagement des combles qui ouvrent sur une grande chambre de 16,80 m² et une deuxième salle d'eau.
La situation géographique
Dans un quartier calme et pavillonnaire, jouissez d'un confort de vie offrant toutes les facilités à moins de 10 minutes de marche: promenade des Anglais, commerces et restaurants, supermarché, marché des Mûriers et marché de la Varenne, musée de Saint-Maur, etc.
Profitez des arrêts de bus à proximité immédiate vous permettant de rejoindre facilement la gare de La Varenne-Chennevières rejoignant Paris via le RER A. 
Appréciez la présence de la crèche Saint-Louis à moins de 5 minutes ainsi que des établissements scolaires: groupe scolaire les Mûriers, collège Camille-Pissarro, lycée François Mansart, tous à moins de 15 minutes.  
Eligible à la Loi Pinel zone B1  
Mentions légales :
Honoraires à la charge du vendeur"
369.0,VM94_371,Saint-Maur-des-Fossés 94210 (La Varenne),"Achat maison 5 pièces 122 m², Saint-Maur-des-Fossés - 1 045 000 €",1 045 000 €,122 m²,5 pièces,4 chambres,1 place de parking,Jardin,,Terrasse,,8 566 €/m²,,Publiée il y a plus de 2 mois,Réf. de l’annonce : 749151044-5,Descriptif de cette maison à vendre de 5 pièces et 122 m²,"Cadre verdoyant serein et intimiste par excellence. Construction 2020 Dernières opportunités pour succomber au charme du cadre que nous offre cette résidence située au coeur du quartier de la Varenne à Saint-Maur-Des-Faussés dans un environnement pavillonnaire. Intimiste par excellence, la résidence totalement sécurisée, avec un parking en sous-sol ne compte que sept logements, dont quatre villas et trois appartements s'invitant dans une demeure classée ""maison remarquable"" et dotée de nombreux espaces verts.
Villa de type T5 d'une superficie de 122.25 m² disposant d'une entrée privative, d'une terrasse de 36 m² et d'un jardin de 44 m².
La villa s'offre une exposition bénéfique à l'ensoleillement et au bien-être.
Au rez-de-chaussée, profitez d'un vaste espace de vie pour la famille avec une cuisine américaine ouverte sur le séjour donnant accès à la terrasse prolongée par un magnifique jardin et d'une salle d'eau avec wc.
Le 1er étage dessert 3 chambres dont l'une d'entre elle dispose d'une jolie verrière. Vous y trouverez également une salle de bain et un wc.
Enfin, appréciez l'aménagement des combles qui ouvrent sur une suite parentale avec une salle d'eau et un wc.
La situation géographique
Dans un quartier calme et pavillonnaire, jouissez d'un confort de vie offrant toutes les facilités à moins de 10 minutes de marche: promenade des Anglais, commerces et restaurants, supermarché, marché des Mûriers et marché de la Varenne, musée de Saint-Maur, etc.
Profitez des arrêts de bus à proximité immédiate vous permettant de rejoindre facilement la gare de La Varenne-Chennevières rejoignant Paris via le RER A. 
Appréciez la présence de la crèche Saint-Louis à moins de 5 minutes ainsi que des établissements scolaires: groupe scolaire les Mûriers, collège Camille-Pissarro, lycée François Mansart, tous à moins de 15 minutes.  
Eligible à la Loi Pinel zone B1  
Mentions légales :
Honoraires à la charge du vendeur"
370.0,VM94_372,L'Haÿ-les-Roses 94240 (Petit Robinson),"Achat maison 5 pièces 115 m², L'Haÿ-les-Roses - 610 000 €",610 000 €,115 m²,5 pièces,3 chambres,1 place de parking,Jardin,,,,5 304 €/m²,Réf. de l’annonce : 1697,Publiée il y a plus de 2 mois,Modifiée le 13 nov. 2020,Descriptif de cette maison à vendre de 5 pièces et 115 m²,"L HAY LES ROSES, dans le quartier du Petit Robinson en limite de Bourg La Reine à moins de 15 minutes à pieds du RER B, Pavillon non-mitoyen de 5 pièces édifié sur un terrain de 280 m² comprenant entrée, cuisine indépendante, séjour avec cheminée bénéficiant d'une double orientation est/ouest, une chambre, salle de bains et WC. A l'étage, deux chambres dont une de 24 m², salle d'eau, WC, dégagement et rangements. Sous-sol total avec garage, buanderie, rangements et cuisine d'été. Situation idéale proche de toutes les commodités dans un environnement calme, agencement bien conçu, toiture refaite en 2011, maison bien entretenue."
371.0,VM94_373,Vitry-sur-Seine 94400 (Paul Forment - La Ferme),"Achat maison 4 pièces 93 m², Vitry-sur-Seine - 505 000 €",505 000 €,"93,26 m²",4 pièces,3 chambres,1 place de parking,Jardin,,,,5 415 €/m²,Réf. de l’annonce : 002102E1JSVX,Publiée il y a plus de 2 mois,Modifiée le 6 nov. 2020,Descriptif de cette maison à vendre de 4 pièces et 93 m²,"Maison Vitry Sur Seine 4 pièce(s) 93.26 m2. VITRY SUR SEINE QUARTIER CENTRE GARE. Dans un secteur recherché, maison de 4 pièces des années 30 comprenant : entrée, séjour, cuisine indépendante, 3 chambres, salle de bains, wc, salle d'eau, et une cave. Possibilité de garer un véhicule dans le jardin. Le tout sur un terrain de 429m². 10 min à pied du RER C et proche toutes commodités. Futur Grand Paris à proximité."
372.0,VM94_374,Maison à vendre à Ivry-sur-Seine (94200),Maison à vendre Ivry-sur-Seine (94200) - Achat maison - Bien’ici,,,,,,,,,,,,,,,
373.0,VM94_375,Créteil 94000 (Buttes - Halage),"Achat maison 9 pièces 230 m², Créteil - 1 090 000 €",1 090 000 €,230 m²,9 pièces,4 chambres,,Jardin,,,,4 739 €/m²,Réf. de l’annonce : Wi564,Publiée il y a plus de 2 mois,Modifiée le 7 déc. 2020,Descriptif de cette maison à vendre de 9 pièces et 230 m²,"Maison Creteil 9 pièce(s) 278 m2. Dans le quartier résidentiel du Halage, cette maison atypique se trouve sur un terrain arboré de 1100m2.
Un style contemporain pour ce bien au fort potentiel qui se compose comme suit : une entrée, un double séjour ouvert sur le jardin exposé plein sud, une cuisine équipée, un bureau ou une chambre, un wc séparé.
Le sous-sol partiel se compose d'une buanderie de 27m2, la chaufferie ( chaudière au gaz de ville ) et une cave.
Au 1er étage, nous avons 3 chambres, une salle de bains (douche/baignoire) et son wc, une salle d'eau, un wc séparé et de nombreux rangements.
Les combles sont aménagés en une pièce à vivre de 45m2 (possibilité d'une chambre).
Une verrière relie la maison principale à une dépendance de 40m2 environ.
Un abri de jardin de 20m2 complète ce bien.
Petit coin tranquille, plein de charme, aux portes de Paris, RER A (St Maur/Créteil) à moins de 10min à pied.
Au plaisir de vous le présenter"
374.0,VM94_376,Fontenay-sous-Bois 94120 (Val de Fontenay - Rer E),"Achat maison 6 pièces 165 m², Fontenay-sous-Bois - 890 000 €",890 000 €,165 m²,6 pièces,3 chambres,1 place de parking,Jardin,,1 terrasse,,5 394 €/m²,Réf. de l’annonce : V330003865,Publiée il y a plus de 2 mois,Modifiée le 10 nov. 2020,Descriptif de cette maison à vendre de 6 pièces et 165 m²,"Quartier des rigollot maison à vendre. Idéalement situé à deux pas du quartier des rigollots, à Fontenay- sous- bois, nous vous proposons une maison, non mitoyenne, sur deux  niveaux de 165 m2 environ  avec combles aménageables.Comprenant : Au RDC  / un salon, séjour, (de plus de 35 m2) une cuisine, donnant sur terrasse, très belle vue dégagée. Une salle de bains et WC . belle hauteur sous plafond ( 3 m ).
A l'étage, un dégagement, trois chambres, une salle d'eau avec WC.Sous sol total, accès au jardin (70 m2). place de  parking, par un portillon automatique. Proche de toutes commodités,  beaucoup de charme,  à voir absolument.
Beau potentiel.
Une pièce d'identité sera demandée pour la visite de ce bien selon la législation en vigueur."
375.0,VM94_377,Limeil-Brévannes 94450 (Anatole France - Piard - Curie),"Achat maison 4 pièces 90 m², Limeil-Brévannes - 329 000 €",329 000 €,90 m²,4 pièces,3 chambres,1 place de parking,Jardin,,1 terrasse,,3 656 €/m²,Réf. de l’annonce : 902,Publiée il y a plus de 2 mois,Modifiée le 27 nov. 2020,Descriptif de cette maison à vendre de 4 pièces et 90 m²,"Maison Limeil Brevannes 4 pièce(s) 90 m2. Dans un secteur pavillonnaire proche du centre ville a quelques pas des écoles, commerces, et de la gare RER A. Cette maison individuelle est dotée d'un sous-sol avec buanderie et un espace de rangement donnant sur le jardin .
Au rez de chaussée, vestibule d'entrée, un séjour, une grande cuisine aménagée/équipée.
Au premier étage, deux chambres spacieuses, une salle de bains, dernière chambre sous les combles avec salle d'eau privative, trois WC.
Ce bien dispose aussi d'un abris de jardin et un garage fermé."
376.0,VM94_378,Ivry-sur-Seine 94200 (Louis Bertrand - Mirabeau - Semard),"Achat maison 9 pièces 173 m², Ivry-sur-Seine - 919 000 €",919 000 €,173 m²,9 pièces,,,,,Terrasse,,5 312 €/m²,Réf. de l’annonce : DIV132,Publiée il y a plus de 2 mois,Modifiée le 10 nov. 2020,Descriptif de cette maison à vendre de 9 pièces et 173 m²,"Maison Immeuble Local Ivry !!!. Ivry-sur-Seine, Bertrand-Mirabeau, DIVITIS propose PROPRIETES composées par : 1) Maison divisée en trois appartements dont deux actuellement loués. 2) Local commercial loué.
Revenu locatif annuel : 40 459 EUR.
Surface totale des deux parcelles : 492 m2.
Taxe foncière : 7592 EUR.
Honoraires à la chage du Vendeur."
377.0,VM94_379,Créteil 94000 (Lévrière - Haye aux Moines),"Achat maison 4 pièces 90 m², Créteil - 598 000 €",598 000 €,90 m²,4 pièces,3 chambres,,Jardin,,,,6 389 €/m²,Réf. de l’annonce : 910124735,Publiée il y a plus de 2 mois,Modifiée le 27 nov. 2020,Descriptif de cette maison à vendre de 4 pièces et 90 m²,"Maison à rénover. ATOUTMARNE au Halage, quartier privilégié des bords de Marne de Créteil, propose cette charmante maison d'environ 60m2 et celle de 30 m2 (2 pièces) sur un TERRAIN ARBORE ET CLOS de 662m2 SANS VIS A VIS.
Situation actuelle : la parcelle concernée comprend 2 lots ( 462m² pour la maison principale et 200m² pour la dépendance.) Travaux de rénovation à prévoir.
FORT POTENTIEL POUR DIFFERENTS PROJETS.
Et si vous choisissiez aussi votre cadre de vie !
Coup de coeur assuré pour ce véritable havre de paix idéalement situé dans un environnement calme et verdoyant à seulement 30mn du coeur de Paris, à 8 mn du RER A ST Maur Créteil (ou future station métro ligne 15), à proximité des bonnes écoles, des hôpitaux ( CHIC et MONDOR) et des commerces.
Informations complémentaires : honoraires inclus 4% TTC à la charge de l'acquéreur.
Pour de plus amples informations ou une visite: Corinne Eche agent commercial indépendant immatriculé au RSAC Créteil 815 120 548
Tel : Voir le téléphone ou Voir le téléphone"
378.0,VM94_380,Le Perreux-sur-Marne 94170 (Prairie de Nogent - Parclairs),"Achat maison 5 pièces 408 m², Le Perreux-sur-Marne - 2 300 000 €",2 300 000 €,408 m²,5 pièces,4 chambres,1 place de parking,Jardin,,1 terrasse,,5 637 €/m²,Réf. de l’annonce : 1989EP,Publiée il y a plus de 2 mois,Modifiée le 4 nov. 2020,Descriptif de cette maison à vendre de 5 pièces et 408 m²,"Atelier industriel aménagé en Loft familial. A proximité immédiate des Bords de Marne, ce pavillon à la structure de type Eiffel, puise son histoire dans l'exposition universelle de 1900. Ce véritable loft est en pleine propriété et développe une surface totale de 407 m² réparti sur deux niveaux.
Le rez-de-chaussée se compose d'un hall donnant accès à une impressionnante pièce de vie traversante de 135 m², ouverte sur une bambouseraie. Aménagée en open-space, elle est composée d'une partie salon ainsi que d'un espace bureau. Cette pièce bénéficie d'une installation audio avec cabine DJ. Elle distribue d'un côté une cuisine équipée de 35 m² donnant sur une terrasse, et de l'autre à la salle de douche avec toilette et sauna.
L'étage se compose d'un espace ouvert distribuant une salle de sport, un vaste bureau, une salle de douche avec toilette/ buanderie, un dressing ainsi que trois grandes chambres dont une imaginée comme un îlot central.
Verrière et fenêtres assurent à l'ensemble du volume une luminosité rare tout au long de l'année. Un garage et une place de parking complètent ce bien.
Bords de Marne : 100 mètres
RER E : Nogent - Le Perreux
Contact: Richard - Voir le téléphone - Agent commercial - RSAC: 510 842 594 Bobigny"
