,id_hourse,Addresse,Titre,Prix,Surface,Nb_piece,Nb_chambre,Parking,Jardin,Ascenseur,Terrasse,Garage,Prix_sur,Reference,Date_publication,Date_modification,Titre_description,Description
86,ES91_86,Savigny-sur-Orge 91600 (Plateau),"Achat maison 6 pièces 140 m², Savigny-sur-Orge - 420 000 €",420 000 €,140 m²,6 pièces,4 chambres,,Jardin,,,Garage,3 000 €/m²,,Publiée le 19 nov. 2020,Réf. de l’annonce : 539,Descriptif de cette maison à vendre de 6 pièces et 140 m²,"A vendre très belle maison atypique de 140m² à Savigny sur Orge quartier Plateau. Maison ancienne pleine de charme composée au rez-de-chaussée d'un double séjour lumineux, d'une véranda donnant sur une terrasse, d'une chambre avec sa salle d'eau et d'une cuisine indépendante et équipée qui donne sur une grande terrasse avec cuisine d'été équipée d'un bar et d'un espace barbecue.
A l'étage un large palier desservant trois grandes chambres dont une avec mezzanine et une autre avec salle de bain et douche. 
La maison dispose d'un sous-sol avec un espace dressing et buanderie, un w.c. indépendant et une salle d'eau. 
Vous disposerez de deux entrée pour garer vos voitures.
L'ensemble des volets de la maison sont motorisés et couplés à une centrale avec Alarme SOMFY gérable à distance.
Fort potentiel pour cette maison qui offre de nombreuse autres possibilités d'aménagements.

Dans un quartier calme, vous serez proches des transports, commerces, écoles et de toutes autres commodités.

Savigny-sur-Orge est une ville de 37 130 habitants dont 66 % des habitants sont propriétaires. Savigny-sur-Orge est une ville calme avec 55 % de maisons et 45 % d'appartements. Il y a 350 commerces de proximité dont des commerces, des restaurants et des supermarchés. Il y a de nombreux espaces verts. La ville est située à 20 km du centre de Paris ou 38 minutes en voiture.

A venir visiter !"
87,ES91_87,Forges-les-Bains 91470,"Achat maison 6 pièces 130 m², Forges-les-Bains - 439 000 €",439 000 €,130 m²,6 pièces,4 chambres,2 places de parking,Jardin,,1 terrasse,,3 377 €/m²,Réf. de l’annonce : 652,Publiée le 17 nov. 2020,Modifiée le 20 nov. 2020,Descriptif de cette maison à vendre de 6 pièces et 130 m²,"Maison récente 130 m² - 6 pièces - 4 chambres à Forges-Les-Bains. VISITE 3D DISPONIBLE
Située dans un quartier calme de Forges-les-Bains, cette maison récente familiale de 2017 comprend au rez-de-chaussée : une entrée avec placard, un salon-séjour ouvert sur la cuisine avec pièce cellier / chaufferie attenante, et une salle de bain avec WC. A l'étage, vous trouverez 4 grandes chambres, dont une suite parentale avec salle d'eau attenante (à finir d'aménager) et un WC indépendant.
Un garage attenant complète cette maison et le tout est édifié sur un terrain clos d'environ 647 m², sans vis-à-vis sur le jardin.
Cette maison se trouve à 5 minutes des établissements scolaires (écoles maternelle et primaire de Forges-les-Bains ; collège et lycée de Limours), ainsi qu'à 5 minutes de Briis-sous-Forges, où vous y trouverez la gare routière : accès RER B et C - TGV gare Massy - Palaiseau en 15 minutes.
Garantie Revente disponible !"
88,ES91_88,Cerny 91590,"Achat maison 4 pièces 84 m², Cerny - 269 000 €",269 000 €,84 m²,4 pièces,3 chambres,2 places de parking,Jardin,,1 terrasse,,3 202 €/m²,Réf. de l’annonce : 491,Publiée le 16 nov. 2020,Modifiée le 4 déc. 2020,Descriptif de cette maison à vendre de 4 pièces et 84 m²,"CERNY_Maison 4 pièces_84 m². En EXCLUSIVITE dans votre agence STEPHANE PLAZA IMMOBILIER MENNECY:
Proche la Ferté-Alais, en plein coeur de Cerny, à proximité des commerces, des écoles, venez découvrir cette jolie maison 4 pièces de 84 m² sur un terrain de 136 m² située dans une petite impasse au calme.
Cette maison impeccable de 2018, comprend :
Au rez-de-chaussée : Une entrée avec placards, une cuisine aménagée et équipée ouverte sur séjour, un WC.
A l'étage : Un couloir dessert 3 chambres et une salle de bain avec WC.
A l'extérieur, vous pourrez profiter d'un jardin avec sa terrasse en bois bénéficiant d'une belle exposition sud-est.
2 places de parking et deux cabanons viennent compléter le tout.
Maison au goût du jour, à la décoration contemporaine en parfait état à venir découvrir rapidement !!"
89,ES91_89,Draveil 91210 (Centre-ville),"Achat maison 5 pièces 84 m², Draveil - 349 000 €",349 000 €,84 m²,5 pièces,4 chambres,3 places de parking,Jardin,,,,4 155 €/m²,Réf. de l’annonce : 098053E1PCKR,Publiée le 14 nov. 2020,Modifiée le 9 déc. 2020,Descriptif de cette maison à vendre de 5 pièces et 84 m²,"Maison Draveil 5 pièce(s) 90 m2 environ. A Draveil, il ne faut pas chercher, il faut trouver?. Faîtes votre visite vidéo depuis votre canapé, accompagné de votre conseiller en visio ! Appelez nous pour l'organiser.. A deux pas de 'l'Ile de loisirs du Port Aux Cerises' et du coeur centre ville et de ses commerces, cette maison est située dans le secteur calme et charmant . 'des Mousseaux ' avec un jardin arboré de 490 m².. Cette maison lumineuse se compose d'un sous sol total avec buanderie, cave, débarras et chaufferie. Au rez-de-chaussée: entrée, véranda, séjour lumineux, cuisine, salle d'eau, chambre et WC séparé. A l'étage : palier desservant deux chambres. et un Grenier.. Parfait pour une vie de famille , visitez la sans plus tarder !."
90,ES91_90,Viry-Châtillon 91170 (Le Plateau),"Achat maison 7 pièces 149 m², Viry-Châtillon - 422 000 €",422 000 €,"149,48 m²",7 pièces,5 chambres,4 places de parking,Jardin,,,,2 676 €/m²,Réf. de l’annonce : 098001E1OY0C,Publiée le 14 nov. 2020,Modifiée le 9 déc. 2020,Descriptif de cette maison à vendre de 7 pièces et 149 m²,"Maison Viry Chatillon 7 pièce(s) 149.48 m2. VIRY-CHATILLON LIMITE MORSANG-SUR-ORGE. Beau pavillon indépendant de très bonne construction élevé sur sous-sol total et édifié sur une belle parceller de 552m².. Elle propose une vaste entrée, un grand séjour donnant sur terrasse, une grande cuisine indépendante, 2 chambres en rez-de-chaussée, salle de bains et wc indépendant. . A l'étage : 3 très grandes chambres et une salle d'eau.. Enorme potentiel pour cette maison imposante avec beaucoup de cachet.. A NE SURTOUT PAS MANQUER!!!."
91,ES91_91,Saintry-sur-Seine 91250,"Achat maison 6 pièces 110 m², Saintry-sur-Seine - 338 000 €",338 000 €,110 m²,6 pièces,4 chambres,3 places de parking,Jardin,,,,3 073 €/m²,Réf. de l’annonce : 098062E1HBYB,Publiée le 13 nov. 2020,Modifiée le 3 déc. 2020,Descriptif de cette maison à vendre de 6 pièces et 110 m²,"Maison Saintry Sur Seine 6 pièce(s) 110 m2. SAINTRY SUR SEINE. . L'agence ORPI ELLA SAINT GERMAIN LES CORBEIL vous propose en Exclusivité:. Dans une belle résidence très bien entretenue avec accès privé et sécurisé au bord de seine, terrains de tennis et basket, tables de Ping Pong.. Une maison d'environ 110m² habitable sur un terrain d'environ 332m² comprenant :. Entrée ouverte sur le séjour double, une cuisine aménagée et équipée, une chambre de plain pied, une salle d'eau, un WC, un cellier, placard sous escalier et l'accès à l'étage, palier avec rangements, 3 chambres avec coin dressing/rangements, 1 salle de bains.. . Un garage accolé accompagne cette maison.. Une toiture neuve ainsi que l'isolation et les gouttières garanties 10 ans.. Fenêtre double vitrage PVC, volets PVC, porte d'entrée et garage neuve, tuyauterie refait.. Très bien entretenue et à visiter sans tarder! N'hésitez pas à contacter votre conseiller: Charly GERVAIS Voir le téléphone . DPE : D HONORAIRES CHARGE VENDEUR. A VISITER SANS TARDER"
92,ES91_92,Étampes 91150 (Saint-Michel - Croix de Vernailles),"Achat maison 7 pièces 178 m², Étampes - 498 000 €",498 000 €,178 m²,7 pièces,4 chambres,,Jardin,,Terrasse,,2 798 €/m²,Réf. de l’annonce : 251750TAA,Publiée le 13 nov. 2020,Modifiée le 24 nov. 2020,Descriptif de cette maison à vendre de 7 pièces et 178 m²,"Maison. EN EXCLUSIVITÉ
A 15 minutes d'Étampes, Magnifique maison de 2009 composée d'une entrée avec 2 grands placards, wc, un grand espace de vie de plus de 60m2 avec une cuisine aménagée et équipée ouverte sur salon/séjour donnant sur deux belles terrasses, 1 chambre. A l'étage: 2 chambres et une suite parentale, une salle de bain avec baignoire d'angle et douche à l'italienne, WC.
Un sous-sol total de 130 m2 (pouvant accueillir plus de 2 voitures) avec cave à vins, buanderie, atelier.
Chauffage par pompe à chaleur neuve, double vitrage, volet électrique, au sol de la pierre naturelle. Le tout sur un terrain magnifiquement aménagé d'environ 1416m2 avec piscine chauffée.
A visiter sans tarder...
Prix: 498 000euros, honoraire d'agence inclus à la charge du vendeur.
Pour vous accompagner dans votre projet, contactez Anne TACONNÉ au Voir le téléphone ou par mail: Contacter - agissant en tant que conseillère en immobilier pour la SAS Propriétés privées, RSAC EVRY 842 795 189 Mandat n° 251710
Le Professionnel vous conseille, garantit et sécurise votre projet immobilier.
Adresse du siège: SAS PROPRIETES PRIVEES - ZAC du chêne ferré - 44 allée des Cinq Continents 44120 VERTOU - Carte professionnelle CPI 4401 2016 000 010 388, CCI Nantes-Saint Nazaire - RCS NANTES 487 624 777"
93,ES91_93,Sainte-Geneviève-des-Bois 91700 (Hôtel de Ville),"Achat maison 5 pièces 100 m², Sainte-Geneviève-des-Bois - 379 000 €",379 000 €,100 m²,5 pièces,3 chambres,,Jardin,,1 terrasse,,3 790 €/m²,Réf. de l’annonce : 3266,Publiée le 13 nov. 2020,Modifiée le 18 nov. 2020,Descriptif de cette maison à vendre de 5 pièces et 100 m²,"Maison Sainte Géneviève Des Bois 5 pièce(s) proximité de Gabriel Péri, des transport et dépendant du collège jules fery. MAISON 5 PIÈCES AVEC TERRASSE - EN BON ÉTAT GÉNÉRAL
À vendre : à SAINTE GENEVIEVE DES BOIS (91700) découvrez cette maison de 5 pièces de 100 m² et de 608 m² de terrain.
C'est une maison de 2 niveaux construite en 1954 édifié sur sous sol total. Le rez-de-chaussée offre un séjour double de 30 m², une cuisine spacieuse, des toilettes, une entrée et un rangement. On trouve au premier étage trois chambres (entre 10 et 16 m²), une salle de bains avec wc et un dégagement. La maison est chauffé par une chaudière à condensation ainsi qu' un chauffe-eau solaire ce qui permet des économies au niveau de la consommation énergétique. Cette maison de 5 pièces est en bon état général malgré un intérieur demandant d'être rafraîchi.
Idéal pour profiter des beaux jours, ou simplement prendre l'air, cette maison est également agrémentée d'une terrasse et d'un jardin. Une cave vient aussi compléter les 5 pièces de ce bien.
Concernant le stationnement de vos véhicules, cette maison dispose d'un garage motorisé au sous sol.
La maison est située dans la commune de Sainte-Geneviève-des-Bois. On trouve plusieurs écoles (maternelles, primaires, élémentaires, collèges et lycée) à moins de 10 minutes de la maison. Vous trouverez un conservatoire dans les environs. Il y a aussi deux bureaux de poste et de nombreux restaurants et commerces de proximité. Enfin un marché anime le quartier toutes les semaines.
Profitez de la visite virtuelle de cette maison. Découvrez toutes les originalités de cette maison en vente en prenant RDV avec votre agence Laforêt SAINTE GENEVIEVE DES BOIS."
94,ES91_94,Quincy-sous-Sénart 91480,"Achat maison 8 pièces 175 m², Quincy-sous-Sénart - 705 000 €",705 000 €,175 m²,8 pièces,5 chambres,2 places de parking,Jardin,,1 terrasse,,3 886 €/m²,Réf. de l’annonce : 531,Publiée le 12 nov. 2020,Modifiée le 8 déc. 2020,Descriptif de cette maison à vendre de 8 pièces et 175 m²,"Maison d'architecte - Quincy Sous Sénart - 5 chambres - Vue imp. Maison d'architecte dans un quartier pavillonnaire à moins de 10 minutes de la gare RER D et du centre-ville et des commerces. Construction récente de 2013. Beaux espaces de vie et terrasses sur jardin, calme absolu avec une très belle vue dégagée sur la forêt et l'Yerres. 4 chambres toutes avec commodités (salles d'eau et WC) et une suite parentale avec salle d'eau et dressing. Double séjour très agréable sur terrasse et salle à manger sur cuisine ouverte traversant Nord-Est / Sud-Ouest permettant une luminosité agréable toute la journée. Possibilité d'aménagement du sous-sol sur plus de 60m². Garage pour deux voitures avec porte motorisée. Construction avec matériaux de qualité, maison économe et moderne, parfaitement optimisée avec de nombreux rangements sur mesure.
Derrière la maison, un grand jardin arboré et fruitiers permet de profiter du calme sur une parcelle de 433M².
Pour visiter ce bien, contactez Nicolas BORGE - Annonce publiée par Nicolas BORGE joignable au Voir le téléphone . Valeur Immo Paris, SASU au capital de 5000 euros, RCS Créteil 881107668."
95,ES91_95,Draveil 91210 (Champrosay),"Achat maison 5 pièces 105 m², Draveil - 410 500 €",410 500 €,105 m²,5 pièces,3 chambres,2 places de parking,,,,,3 910 €/m²,Réf. de l’annonce : 1295,Publiée le 11 nov. 2020,Modifiée le 5 déc. 2020,Descriptif de cette maison à vendre de 5 pièces et 105 m²,"Exclusivité - MAISON 5P DRAVEIL SECTEUR CHAMPROSAY. Exclusivité - A Draveil, dans secteur privilégié, situé à deux pas de la forêt de Sénart.
Coup de coeur garantie pour cette maison entièrement rénovée avec pierre et poutres apparentes de 116m² habitable, entrée avec placards de rangement, séjour-salon de + de 33m² avec cheminée insert, cuisine toute aménagée et équipée, cellier et espace de vie au rdc (chambre et salle d'eau avec WC).
à l'étage : palier desservant 2 belles chambres, dont une de plus de 18m² avec cheminée insert et salle de bains (baignoire et douche).
2 places de parking extérieur, dépendance pour rangement et bûcher.
belle terrasse avec vignes et une seconde d'environ 15m².
UNE VISITE S IMPOSE , faire vite !!!!
Copropriété de 2 lots (Pas de procédure en cours).
Charges annuelles : 1352.00 euros."
96,ES91_96,Longpont-sur-Orge 91310,"Achat maison 6 pièces 90 m², Longpont-sur-Orge - 343 200 €",343 200 €,"89,60 m²",6 pièces,3 chambres,,Jardin,,,,3 683 €/m²,Réf. de l’annonce : 7430,Publiée le 8 nov. 2020,Modifiée le 4 déc. 2020,Descriptif de cette maison à vendre de 6 pièces et 90 m²,"Maison 5 pièces LONGPONT SUR ORGE. EXCLUSIVITE - A 25 kms au sud de Paris, secteur recherché, Maison mitoyenne d’un côté sur sous-sol total en bon état général, comprenant au rez de chaussée surélevée une entrée, un séjour avec poêle à bois, un balcon, une cuisine ouverte aménagée et équipée, une salle de bains avec un wc et une chambre. A l'étage, 2 chambres avec placards, un bureau, une salle d’eau avec un Wc. 
Au sous-sol, un garage, un bureau, une buanderie, un atelier, un chaufferie. Le tout sur un terrain d’environ 262 m².Sans aucun vis à vis, au calme, située dans une impasse. Copropriété de deux lots d’habitations sans charges et sans syndic. Prix 343200€* Agence SIB.
* Honoraires inclus charge acquéreur : 4% TTC
(Prix 330 000 hors honoraires)"
97,ES91_97,Étampes 91150 (Centre-Ville),"Achat maison 6 pièces 150 m², Étampes - 349 800 €",349 800 €,150 m²,6 pièces,4 chambres,1 place de parking,Jardin,,1 terrasse,,2 332 €/m²,Réf. de l’annonce : 360B323368,Publiée le 7 nov. 2020,Modifiée le 28 nov. 2020,Descriptif de cette maison à vendre de 6 pièces et 150 m²,"CENTRE VILLE ETAMPES - MAISON DE VILLE AVEC GARAGE. L'Agence L'ADRESSE Etampes vous propose à la vente cette maison située au coeur du centre ville d'Etampes avec Ecoles - RER C et commerces à pieds.
Elle dispose d'une entrée, un salon indépendant, une salle à manger lumineuse qui donne sur la veranda avec vue sur le jardin clos de murs et sans vis à vis, et sur la cuisine meublée et équipée et son coin pour les petits déjeuners.
A l'étage un palier desservant 2 chambres, une salle de bains et un wc, et au 2ème étage, 2 autres chambres dont une avec sa salle d'eau ainsi que de nombreux rangements. La maison bénéficie aussi d'une chaufferie (Chaudière Gaz) ainsi qu'une cave voûtée, une buanderie et un Garage.
Proche de toutes commodités, dans une Rue calme du Centre ville d'Etampes, cette maison ne manquera pas de vous séduire."
98,ES91_98,Fleury-Mérogis 91700,"Achat maison 4 pièces 88 m², Fleury-Mérogis - 275 000 €",275 000 €,"87,51 m²",4 pièces,3 chambres,3 places de parking,Jardin,,1 terrasse,,3 142 €/m²,Réf. de l’annonce : 2677,Publiée le 6 nov. 2020,Modifiée le 14 nov. 2020,Descriptif de cette maison à vendre de 4 pièces et 88 m²,"MAISON DE VILLE 4 PIECES AVEC COUR? JARDIN ET GARAGE DOUBLE. EXCLUSIVITÉ - MAISON DE VILLE 4 PIÈCES AU CALME
Situé dans le secteur exclusivement pavillonnaire de Fleury Mérogis 'Village' (91700) découvrez cette maison de type 4 pièces au calme de 87,51 m² et de 106,67 m² de terrain. Nous vous invitons à découvrir cette maison dans l'esprit 'LOFT' entièrement rénovée en 2012 et rafraichie en 2015, vous proposant une pièce de vie de plus de 42m² avec cuisine américaine aménagée et équipée vous offrant de nombreux rangements et en accès direct sur la cour et le jardin ainsi qu'un WC avec lave mains.
A l'étage vous disposerez de deux chambres avec placards de rangements ainsi qu'une salle d'eau avec WC. Au dernier étage l'espace parental avec chambre et WC séparé avec lave mains.
La maison met également à votre disposition un garage double avec combles semi aménagés vous offrant de nombreuse possibilité d'exploitation ( agrandissement maison, 2e rentabilité locative, bureau...)
La maison est en excellent état général double vitrage intégral 2012, chauffage électrique de 2012, isolation intérieur 2012, plomberie de 2012, salle d'eau, WC et cuisine de 2012, toiture garage et maison de 2012.
Le bien se trouve à cinq minutes des écoles. Côté transports en commun, la commune est bien desservie. L'arrêt de bus se situe à sept minutes à pied de la maison. On trouve également la gare à 10 minutes ainsi que le métro à 45 minutes. L'aéroport le plus proche se situe à 12 km.
Son prix de vente est de 275 000 . C'est un bien en copropriété : il y a 13 lots et 80 de charges annuelles sont demandés.
Contactez votre agence Guy Hoquet MORSANG SUR ORGE pour plus de renseignements sur cette maison en vente à FLEURY MEROGIS.
Copropriété de 13 lots (Pas de procédure en cours).
Charges annuelles : 80.00 euros."
99,ES91_99,Lisses 91090,"Achat maison 6 pièces 140 m², Lisses - 278 900 €",278 900 €,"139,53 m²",6 pièces,4 chambres,1 place de parking,Jardin,,,,1 999 €/m²,Réf. de l’annonce : 4184kw,Publiée le 4 nov. 2020,Modifiée le 3 déc. 2020,Descriptif de cette maison à vendre de 6 pièces et 140 m²,"EXCLUSIVITÉ KW Maison mitoyenne de 139,53m2 LISSES 91090. EXCLUSIVITÉ KELLER WILLIAMS Située à LISSES (91090), dans une impasse, maison mitoyenne de 6 pièces édifiée sur un terrain de 187m2 exposé plein sud sans vis-à-vis comprenant: Entrée, séjour, salle à manger, cuisine équipée, salle d'eau, wc séparé, patio, garage, une place de parking et un atelier. A l'étage, palier, 4 chambres, salle d'eau et wc séparé. Ses plus : double vitrage PVC et porte de garage motorisée pour cette maison proche de toutes commodités (écoles, transports, parc, commerces accessible à pied).
VISISTE VIRTUELLE DISPONIBLE
N'hésitez pas à me joindre pour une visite au Voir le téléphone Julie CARAMELLE immatriculée au Registre Spécial des Agents Commerciaux du Tribunal de Commerce d'Evry sous le numéro 879 720 894"
100,ES91_100,Sainte-Geneviève-des-Bois 91700 (Le Perray),"Achat maison 8 pièces 220 m², Sainte-Geneviève-des-Bois - 523 000 €",523 000 €,220 m²,8 pièces,6 chambres,,Jardin,,1 terrasse,,2 377 €/m²,Réf. de l’annonce : 7279,Publiée le 31 oct. 2020,Modifiée le 8 nov. 2020,Descriptif de cette maison à vendre de 8 pièces et 220 m²,"Maison Sainte Genevieve Des Bois 10 pièce(s) 220 m2 proximité gare, ecoles et commerces. MAISON 10 PIÈCES avec énormément de potentiel à exploiter
À vendre : venez découvrir cette maison de 10 pièces de 220 m² et de 739 m² de terrain, à SAINTE GENEVIEVE DES BOIS (91700). Elle dispose au rez de chaussée d'un grand séjour, d'une salle à manger, donnant accès de plein pied à une véranda et au grand jardin. D'une cuisine et de deux chambres. Elle propose aussi une salle d'eau et des toilettes indépendant.
une seconde entrée indépendante vous permet d'accéder à l'étage, ou l'on retrouve un grand salon donnant sur une terrasse, une cuisine indépendante, ainsi que deux chambres, une salle d'eau et un wc.
enfin dans les combles vous retrouverez deux chambres une salle d'eau avec wc et des greniers.
Un chauffage fonctionnant au gaz est installé dans la maison.
Une terrasse offre à cette maison de l'espace supplémentaire bienvenu.
C'est une maison construite en 1965. L'extérieur de la maison est en bon état mais l'intérieur nécessite d'être rafraîchi.
Le bien se situe dans la commune de Sainte-Geneviève-des-Bois. On trouve des écoles maternelles et élémentaires à moins de 10 minutes du bien. Niveau transports, on trouve une gare à quelques pas de la maison. Vous trouverez le cinéma Le Perray 2 dans les environs. Il y a également de nombreux restaurants. Enfin un marché anime le quartier le samedi matin.
Cette maison est exclusivement à vendre par Laforêt en mandat Favoriz. Votre agence Laforêt SAINTE GENEVIEVE vous invite à découvrir toutes les originalités de cette maison en vente en prenant rendez-vous avec l'un de nos conseillers immobiliers."
101,ES91_101,Savigny-sur-Orge 91600 (Plateau),"Achat maison 5 pièces 127 m², Savigny-sur-Orge - 359 000 €",359 000 €,"126,61 m²",5 pièces,2 chambres,,Jardin,,1 terrasse,,2 835 €/m²,Réf. de l’annonce : 3836,Publiée le 29 oct. 2020,Modifiée le 6 nov. 2020,Descriptif de cette maison à vendre de 5 pièces et 127 m²,"Maison d'environ 120 m2 avec 2 chambres (possibilité 3ème chambre). Pendant le confinement, gagnez du temps pour la réalisation de votre projet immobilier et demandez une Visio Visite à votre conseiller.
A distance mais toujours avec vous !
Votre agence Laforêt de Savigny sur orge vous propose en exclusivité, Maison individuelle de plain pied en bon état comprenant : Entrée avec puit de lumière, chambre avec son dressing, cuisine aménagée et équipée, salle de bain avec WC, séjour ouvert sur véranda avec son Spa, chambre, salle à manger pouvant faire office de 3ème chambre, mezzanine (bureau et/où chambre d'amis) Cave (chaudière Frisquet récente) et garage fermé. Jardin paysagé sans vis à vis exposé Sud Est.
Visite virtuelle lien : Voir la visite virtuelle
A distance mais toujours avec vous !"
102,ES91_102,Bures-sur-Yvette 91440,"Achat maison 7 pièces 130 m², Bures-sur-Yvette - 416 000 €",416 000 €,130 m²,7 pièces,5 chambres,2 places de parking,Jardin,,,,3 077 €/m²,Réf. de l’annonce : 676/2020,Publiée le 23 oct. 2020,Modifiée le 9 déc. 2020,Descriptif de cette maison à vendre de 7 pièces et 130 m²,"A VENDRE MAISON 6/7 PIECES 130 M2 - BURES SUR YVETTE. En exclusivité, à Bures-sur-Yvette, dans un quartier calme et recherché, l'agence DE TOIT EN TOIT vous propose une maison de type 6/7 pièces d'environ 130 m2 comprenant au rez-de-chaussée, une entrée, dégagement avec placard, cuisine séparée, séjour d'environ 21 m2 avec espace véranda d'environ 7,42 m2, 2 chambres, salle de bains et WC séparés. A l'étage : palier déservant 2 espaces nuit avec salle d'eau, une chambre, wc séparé. Sous-sol total comprenant des espaces de stockage, une chaufferie et un garage double. Le tout sur une parcelle d'environ 680 m2. Chauffage au gaz. Travaux à prévoir.
Prix : 416 000 EUR dont 4 % TTC d'honoraires inclus à la charge de l'acquéreur (net vendeur : 400 000 EUR). Agence immobilière DE TOIT EN TOIT BURES SUR YVETTE : Voir le téléphone Vallée de Chevreuse. Pour visiter ce bien ou en découvrir d'autres, votre agence immobilière DE TOIT EN TOIT se fera un plaisir de vous aider. Contactez nous au Voir le téléphone ."
103,ES91_103,Igny 91430,"Achat maison 6 pièces 150 m², Igny - 836 400 €",836 400 €,150 m²,6 pièces,4 chambres,2 places de parking,Jardin,,2 terrasses,,5 467 €/m²,Réf. de l’annonce : 197-20,Publiée le 22 oct. 2020,Modifiée le 13 nov. 2020,Descriptif de cette maison à vendre de 6 pièces et 150 m²,"Unique, maison Bio en Bois massif.. Vous recherchez la nature, vous souhaitez fuir le béton et le stress des centres villes dans le respect de l'environnement tout en restant vivre en région parisienne, lisez la suite...A Igny, quartier résidentiel en lisière de forêt, à quelques minutes de Verrières le Buisson, Bièvres et du plateau de Saclay ( projet du Grand Paris), je vous propose de découvrir cette maison unique construite en 2005, 100% en bois massif d'origine de Finlande et ses matériaux respectant les normes biologiques et écologiques. ( Isolation en laine de lin). D'une surface d'environ 137m2 sur un terrain de 737m2, individuelle, par sa grande terrasse, elle est composée au RDC d'un spacieux séjour cathédrale ( environ 45m2) magnifique hauteur sous plafond avec son poêle à bois, cuisine ouverte, 2 chambres, 1 WC, 1 SDB avec une fenêtre. Au 1er étage, 1 espace ouvert mezzanine, 2 chambres et espace rangement. Potentiel d'agrandissement en créant une espace dans la continuité de la mezzanine. Cette maison possède un spacieux sous-sol. Un double garage de 40m2 et un espace de 30m2 pouvant devenir une pièce de vie. Matériaux, 100% bois, chauffage au gaz et poêle à bois, permis accordé pour obtimiser l'espace. Foncier 1677EUR. Pour cette maison unique, je vous propose de la visiter sur rdv du lundi au samedi de 9h00 à 19h00. Les honoraires sont à la charge des acquéreurs de 2% TTC inclus dans le prix affiché. Agenec Sophie Leconte Immobilier. Voir le téléphone ."
104,ES91_104,Mennecy 91540 (Verville - Bois des Mares - Charles de Gaulle),"Achat maison 7 pièces 130 m², Mennecy - 374 000 €",374 000 €,130 m²,7 pièces,5 chambres,,Jardin,,1 terrasse,,2 877 €/m²,Réf. de l’annonce : 2647,Publiée il y a plus de 2 mois,Modifiée le 5 déc. 2020,Descriptif de cette maison à vendre de 7 pièces et 130 m²,"A vendre à Mennecy LEVITT maison individuelle modèle 'Evry'. L'agence L'Adresse Verville vous propose en exclusivité, une maison individuelle située dans le village Levitt modèle 'Evry' offrant entrée sur séjour double traversant avec cheminée, cuisine aménagée et équipée, véranda, un cellier, garage simple avec cave, une salle d'eau avec wc, 2 chambres avec placard, 1 chambre parentale avec placard et salle de bains avec wc. A l'étage belle mezzanine, 2 chambres et salle de bains avec wc."
105,ES91_105,Morangis 91420,"Achat maison 4 pièces 76 m², Morangis - 399 000 €",399 000 €,76 m²,4 pièces,3 chambres,,Jardin,,,,5 250 €/m²,Réf. de l’annonce : 1306,Publiée il y a plus de 2 mois,Modifiée le 20 nov. 2020,Descriptif de cette maison à vendre de 4 pièces et 76 m²,"MORANGIS : maison 4 pièces à vendre. MAISON 4 PIÈCES AU CALME - INTÉRIEUR EN BON ÉTAT
En vente : à MORANGIS (91420) venez découvrir cette maison de 4 pièces au calme de 76 m² et de 451 m² de terrain.
C'est une maison de plain-pied construite en 1980 et de standing. Elle offre trois chambres (entre 10 et 11 m²) et une cuisine aménagée et équipée. Elle inclut aussi une salle d'eau. Un chauffage alimenté au gaz est présent dans la maison. Cette maison de 4 pièces est plaisamment artistique avec un intérieur et l'extérieur tous deux en bon état.
Pour davantage de rangements, ce bien possède aussi un sous-sol.
Côté stationnement, cette maison dispose de deux garages.
On trouve des écoles du primaire et du secondaire à moins de 10 minutes du bien. L'aéroport est situé à moins de 4 km. Pour vos loisirs, vous pourrez compter sur le cinéma Francois Truffaut-Salle Jules ainsi qu'un conservatoire dans les environs. On trouve également deux bureaux de poste et de nombreux restaurants. Enfin le marché Place de la Libération anime le quartier toutes les semaines.
Cette maison de 4 pièces est proposée à l'achat pour 399 000 (honoraires à la charge du vendeur).
Découvrez toutes les originalités de cette maison à vendre en prenant rendez-vous avec votre agence IMMO de FRANCE-Paris Île-de-France-Palaiseau au Voir le téléphone"
106,ES91_106,Forges-les-Bains 91470,"Achat maison 7 pièces 130 m², Forges-les-Bains - 480 000 €",480 000 €,130 m²,7 pièces,4 chambres,4 places de parking,Jardin,,2 terrasses,,3 692 €/m²,Réf. de l’annonce : 632-L,Publiée le 22 oct. 2020,Modifiée le 3 déc. 2020,Descriptif de cette maison à vendre de 7 pièces et 130 m²,"Maison familiale à Forges -Les -Bains 7 pièces - 130 m². Située dans un secteur calme de Forges-les-Bains, cette maison familiale de 130 m² environ comprend :
Au rez-de-chaussée : entrée, salon, séjour cathédrale avec cheminée, cuisine équipée (possibilité de créer une ouverture), 2 chambres, salle de bain, WC indépendant.
Au 1er étage : mezzanine pouvant servir de bureau, 2 chambres, dont une grande chambre de 19 m² habitable, salle d'eau et WC indépendant.
Cette maison possède également, un sous-sol total avec buanderie, grand garage, salle de jeux, cave, WC.
Le tout est édifié sur un agréable terrain clos d'environ 2059 m².
Cette maison se trouve à 5 minutes des établissements scolaires (écoles maternelle et primaire de Forges-les-Bains ; collège et lycée de Limours), ainsi qu'à 5 minutes de Briis-sous-Forges, où vous y trouverez la gare routière : accès RER B et C - TGV gare Massy - Palaiseau en 15 minutes."
